id;step;volume;A_0;B_0;C;L;p;Aext;Bext;Compl;A_uscita;A_ingresso;B_uscita;B_ingresso;A_netto;B_netto;Avicino;Amedio;Alontano;
0-0;0;4.18816e-15;377;350;96;10001;1;659;1000;4;123;465;125;458;342;333;659;0;0;
0-0;1;4.18816e-15;340;353;95;10000;1;279;980;5;125;498;110;448;373;338;279;0;0;
0-0;2;4.18816e-15;236;435;95;10000;1;268;961;5;121;141;189;430;20;241;268;0;0;
0-0;3;4.18816e-15;181;461;94;10001;1;227;943;6;75;124;210;435;49;225;227;0;0;
0-0;4;4.18879e-15;127;463;93;10002;1;223;925;7;78;92;211;416;14;205;223;0;0;
0-0;5;4.18942e-15;135;481;93;10002;1;193;907;7;55;95;189;438;40;249;193;0;0;
0-0;6;4.18942e-15;117;430;93;10003;1;176;890;7;56;83;221;420;27;199;176;0;0;
0-0;7;4.19005e-15;114;472;95;10004;1;147;873;6;42;83;204;415;41;211;147;0;0;
0-0;8;4.19068e-15;82;437;95;10006;1;143;857;6;45;61;233;397;16;164;143;0;0;
0-0;9;4.19195e-15;63;467;97;10007;1;114;841;5;35;74;178;377;39;199;114;0;0;
0-0;10;4.19258e-15;64;450;96;10007;1;100;826;6;25;51;195;389;26;194;100;0;0;
0-0;11;4.19258e-15;56;449;95;10007;1;105;811;7;28;35;210;365;7;155;105;0;0;
0-0;12;4.19258e-15;60;429;95;10007;1;91;796;7;22;47;187;385;25;198;91;0;0;
0-0;13;4.19258e-15;57;408;95;10007;1;82;782;7;24;44;186;376;20;190;82;0;0;
0-0;14;4.19258e-15;48;384;95;10007;1;89;768;7;19;24;195;369;5;174;89;0;0;
0-0;15;4.19258e-15;36;369;95;10007;1;78;755;7;23;45;151;359;22;208;78;0;0;
0-0;16;4.19258e-15;31;368;93;10007;1;67;741;9;16;39;179;378;23;199;67;0;0;
0-0;17;4.19258e-15;26;366;93;10007;1;62;728;9;19;35;168;347;16;179;62;1;0;
0-0;18;4.19258e-15;33;366;93;10007;1;64;716;9;17;26;164;342;9;178;64;1;0;
0-0;19;4.19258e-15;31;369;93;10008;1;68;704;9;20;27;165;330;7;165;68;1;0;
0-0;20;4.19321e-15;33;337;93;10009;1;63;692;9;12;27;164;328;15;164;63;1;0;
0-0;21;4.19384e-15;22;354;95;10010;1;65;680;8;17;26;152;328;9;176;65;1;0;
0-0;22;4.19447e-15;29;333;99;10010;1;65;669;6;10;20;168;337;10;169;65;2;0;
0-0;23;4.19447e-15;37;325;99;10011;1;54;658;6;17;37;141;292;20;151;54;2;0;
0-0;24;4.1951e-15;28;337;99;10011;1;58;647;6;15;21;153;301;6;148;58;2;0;
0-0;25;4.1951e-15;24;321;101;10011;1;54;636;5;11;25;145;286;14;141;54;3;0;
0-0;26;4.1951e-15;22;322;105;10011;1;56;626;3;16;24;159;261;8;102;56;3;0;
0-0;27;4.1951e-15;28;329;105;10012;1;47;616;3;6;24;157;289;18;132;47;4;0;
0-0;28;4.19574e-15;19;316;105;10012;1;46;606;3;12;23;139;283;11;144;46;4;0;
0-0;29;4.19574e-15;21;300;105;10012;1;44;596;3;7;19;144;249;12;105;44;4;0;
0-0;30;4.19574e-15;17;328;105;10012;1;38;587;3;15;30;136;279;15;143;38;5;0;
0-0;31;4.19574e-15;17;279;104;10012;1;37;578;4;6;16;146;266;10;120;37;5;0;
0-0;32;4.19574e-15;10;286;104;10012;1;40;569;4;17;23;116;228;6;112;40;6;0;
0-0;33;4.19574e-15;21;292;104;10012;1;33;560;4;4;20;130;266;16;136;33;6;0;
0-0;34;4.19574e-15;22;277;103;10012;1;30;552;5;5;17;130;249;12;119;30;7;0;
0-0;35;4.19574e-15;17;267;103;10013;1;39;544;5;11;11;125;285;0;160;39;8;0;
0-0;36;4.19637e-15;22;244;103;10013;1;39;536;5;6;15;133;262;9;129;39;8;0;
0-0;37;4.19637e-15;32;290;102;10015;1;41;528;6;9;15;110;264;6;154;41;9;0;
0-0;38;4.19763e-15;24;289;102;10015;1;41;520;6;13;21;130;213;8;83;41;9;0;
0-0;39;4.19763e-15;20;279;102;10015;1;44;513;6;11;17;118;259;6;141;44;10;0;
0-0;40;4.19763e-15;19;275;102;10017;1;38;506;6;6;20;135;201;14;66;38;11;0;
0-0;41;4.1989e-15;21;262;102;10017;1;45;499;6;11;12;122;228;1;106;45;12;0;
0-0;42;4.1989e-15;20;231;101;10018;1;51;492;7;8;9;126;248;1;122;51;12;0;
0-0;43;4.19953e-15;24;234;101;10018;1;41;485;7;8;25;100;245;17;145;41;13;0;
0-0;44;4.19953e-15;25;239;103;10020;1;37;478;6;9;21;123;235;12;112;37;14;0;
0-0;45;4.20079e-15;27;227;103;10023;1;43;472;6;7;8;114;232;1;118;43;15;0;
0-0;46;4.20269e-15;16;268;103;10023;1;49;466;6;11;12;113;199;1;86;49;15;0;
0-0;47;4.20269e-15;18;237;103;10023;1;47;460;6;10;19;116;236;9;120;47;16;0;
0-0;48;4.20269e-15;20;245;105;10024;1;38;454;5;6;22;108;211;16;103;38;17;0;
0-0;49;4.20332e-15;17;242;104;10025;1;39;448;6;8;14;114;209;6;95;39;18;0;
0-0;50;4.20395e-15;17;235;104;10026;1;34;442;6;11;23;118;208;12;90;34;19;0;
0-0;51;4.20458e-15;17;218;104;10026;1;37;437;6;9;13;107;207;4;100;37;20;0;
0-0;52;4.20458e-15;16;207;104;10026;1;33;432;6;10;21;95;194;11;99;33;21;0;
0-0;53;4.20458e-15;16;214;104;10028;1;36;426;6;9;13;89;197;4;108;36;22;0;
0-0;54;4.20585e-15;20;210;104;10028;1;36;421;6;9;16;105;215;7;110;36;23;0;
0-0;55;4.20585e-15;17;202;108;10028;1;31;416;4;6;18;110;184;12;74;31;24;0;
0-0;56;4.20585e-15;18;179;108;10029;1;32;412;4;10;16;105;178;6;73;32;25;0;
0-0;57;4.20648e-15;22;197;108;10029;1;33;407;4;8;14;87;201;6;114;33;26;0;
0-0;58;4.20648e-15;17;211;108;10030;1;39;402;4;10;10;98;185;0;87;39;27;0;
0-0;59;4.20711e-15;24;195;108;10030;1;46;398;4;13;13;79;207;0;128;46;28;0;
0-0;60;4.20711e-15;25;186;108;10030;1;38;393;4;10;24;90;213;14;123;38;29;0;
0-0;61;4.20711e-15;22;204;108;10031;1;38;389;4;13;19;84;164;6;80;38;30;0;
0-0;62;4.20775e-15;21;192;108;10033;1;41;385;4;14;17;85;177;3;92;41;31;0;
0-0;63;4.20901e-15;19;201;108;10033;1;33;381;4;10;24;80;163;14;83;33;32;0;
0-0;64;4.20901e-15;15;188;108;10033;1;40;377;4;13;13;92;176;0;84;40;33;0;
0-0;65;4.20901e-15;16;181;110;10033;1;42;373;3;8;12;95;163;4;68;42;34;0;
0-0;66;4.20901e-15;22;200;110;10034;1;27;370;3;5;26;85;171;21;86;27;35;0;
0-0;67;4.20964e-15;16;210;110;10035;1;29;366;3;11;15;88;177;4;89;29;36;0;
0-0;68;4.21028e-15;18;195;110;10035;1;26;362;3;6;16;91;152;10;61;26;37;0;
0-0;69;4.21028e-15;10;175;110;10036;1;24;359;3;8;16;95;180;8;85;24;38;0;
0-0;70;4.21091e-15;4;183;110;10036;1;28;356;3;9;12;80;170;3;90;28;40;0;
0-0;71;4.21091e-15;8;164;110;10036;1;22;352;3;7;19;86;163;12;77;22;41;0;
0-0;72;4.21091e-15;6;173;109;10036;1;25;349;4;6;10;72;138;4;66;25;42;0;
0-0;73;4.21091e-15;9;144;109;10037;1;24;346;4;6;14;93;180;8;87;24;43;0;
0-0;74;4.21154e-15;10;161;108;10037;1;25;343;5;6;11;78;171;5;93;25;44;0;
0-0;75;4.21154e-15;8;162;108;10038;1;22;340;5;4;14;68;164;10;96;22;45;0;
0-0;76;4.21217e-15;6;168;108;10039;1;22;337;5;5;12;76;188;7;112;22;47;0;
0-0;77;4.21281e-15;8;169;108;10041;1;17;335;5;0;11;80;166;11;86;17;48;0;
0-0;78;4.21407e-15;12;159;108;10042;1;19;332;5;6;11;86;155;5;69;19;49;0;
0-0;79;4.21471e-15;8;186;110;10042;1;17;329;4;6;14;61;160;8;99;17;50;0;
0-0;80;4.21471e-15;7;157;110;10044;1;24;327;4;4;4;93;132;0;39;24;51;0;
0-0;81;4.21597e-15;11;162;110;10044;1;23;324;4;1;8;77;175;7;98;23;53;0;
0-0;82;4.21597e-15;10;166;110;10045;1;29;322;4;6;6;80;148;0;68;29;54;0;
0-0;83;4.2166e-15;14;187;110;10046;1;29;319;4;6;12;74;126;6;52;29;55;0;
0-0;84;4.21724e-15;13;143;110;10047;1;22;317;4;9;22;81;150;13;69;22;56;0;
0-0;85;4.21787e-15;6;153;110;10048;1;19;315;4;3;12;68;168;9;100;19;57;0;
0-0;86;4.2185e-15;4;150;110;10048;1;26;313;4;5;5;69;131;0;62;26;59;0;
0-0;87;4.2185e-15;11;149;110;10049;1;24;311;4;6;14;75;138;8;63;24;60;0;
0-0;88;4.21914e-15;16;164;110;10051;1;21;308;4;1;10;76;146;9;70;21;61;0;
0-0;89;4.2204e-15;12;151;110;10052;1;22;306;4;5;10;76;133;5;57;22;62;0;
0-0;90;4.22103e-15;17;149;110;10052;1;24;305;4;4;8;74;136;4;62;24;64;0;
0-0;91;4.22103e-15;10;159;110;10052;1;29;303;4;5;6;73;136;1;63;29;65;0;
0-0;92;4.22103e-15;13;168;110;10053;1;33;301;4;6;8;70;147;2;77;33;66;0;
0-0;93;4.22167e-15;14;173;110;10053;1;26;299;4;2;15;61;149;13;88;26;67;0;
0-0;94;4.22167e-15;12;150;109;10055;1;31;297;5;8;10;77;143;2;66;31;69;0;
0-0;95;4.22293e-15;14;147;109;10056;1;28;296;5;8;16;70;152;8;82;28;70;0;
0-0;96;4.22357e-15;15;133;109;10057;1;27;294;5;7;14;71;130;7;59;27;71;0;
0-0;97;4.2242e-15;14;142;109;10058;1;32;292;5;11;12;61;139;1;78;32;72;0;
0-0;98;4.22483e-15;18;148;111;10059;1;22;291;4;6;22;62;134;16;72;22;73;0;
0-0;99;4.22547e-15;12;133;111;10060;1;28;289;4;8;8;65;152;0;87;28;75;0;
0-0;100;4.2261e-15;16;126;111;10062;1;23;288;4;5;16;63;138;11;75;23;76;0;
0-0;101;4.22737e-15;17;141;111;10062;1;17;286;4;2;14;60;136;12;76;17;77;0;
0-0;102;4.22737e-15;13;150;111;10063;1;19;285;4;4;8;54;156;4;102;19;78;0;
0-0;103;4.228e-15;8;140;110;10064;1;19;284;5;4;10;71;148;6;77;19;80;0;
0-0;104;4.22863e-15;11;136;110;10065;1;21;282;5;5;9;58;159;4;101;21;81;0;
0-0;105;4.22927e-15;9;161;110;10065;1;21;281;5;7;13;64;114;6;50;21;82;0;
0-0;106;4.22927e-15;9;159;109;10065;1;20;280;6;3;11;64;117;8;53;20;83;0;
0-0;107;4.22927e-15;12;163;109;10066;1;26;279;6;5;5;72;122;0;50;26;85;0;
0-0;108;4.2299e-15;13;142;109;10066;1;29;278;6;8;11;70;130;3;60;29;86;0;
0-0;109;4.2299e-15;9;117;109;10068;1;24;277;6;6;16;72;134;10;62;24;87;0;
0-0;110;4.23117e-15;8;125;109;10069;1;24;275;6;5;11;52;127;6;75;24;88;0;
0-0;111;4.2318e-15;12;108;111;10072;1;29;274;5;4;5;59;121;1;62;29;89;0;
0-0;112;4.2337e-15;12;139;111;10075;1;32;273;5;4;7;55;135;3;80;32;91;0;
0-0;113;4.2356e-15;12;134;111;10075;1;34;272;5;11;15;65;133;4;68;34;92;0;
0-0;114;4.2356e-15;15;142;111;10076;1;35;272;5;7;12;62;117;5;55;35;93;0;
0-0;115;4.23624e-15;22;135;110;10076;1;30;271;6;3;14;61;124;11;63;30;94;0;
0-0;116;4.23624e-15;14;141;110;10076;1;42;270;6;10;4;51;130;-6;79;42;95;0;
0-0;117;4.23624e-15;28;138;110;10076;1;45;269;6;10;13;55;114;3;59;45;97;0;
0-0;118;4.23624e-15;35;146;110;10076;1;44;268;6;13;19;63;120;6;57;44;98;0;
0-0;119;4.23624e-15;31;152;110;10077;1;32;267;6;6;24;59;106;18;47;32;99;0;
0-0;120;4.23687e-15;26;119;110;10077;1;34;266;6;13;17;63;131;4;68;34;100;0;
0-0;121;4.23687e-15;22;126;110;10078;1;37;266;6;9;12;53;123;3;70;37;101;0;
0-0;122;4.23751e-15;21;146;110;10078;1;30;265;6;10;22;65;134;12;69;30;103;0;
0-0;123;4.23751e-15;19;134;110;10079;1;34;264;6;9;11;64;96;2;32;34;104;0;
0-0;124;4.23814e-15;18;148;110;10079;1;35;264;6;10;15;67;120;5;53;35;105;0;
0-0;125;4.23814e-15;18;154;110;10080;1;31;263;6;7;16;51;133;9;82;31;106;0;
0-0;126;4.23877e-15;22;144;110;10080;1;30;262;6;3;10;59;149;7;90;30;107;0;
0-0;127;4.23877e-15;15;145;112;10082;1;36;262;5;16;15;57;139;-1;82;36;108;0;
0-0;128;4.24004e-15;18;129;111;10083;1;34;261;6;6;13;67;121;7;54;34;110;0;
0-0;129;4.24068e-15;18;129;111;10083;1;39;261;6;9;10;49;140;1;91;39;111;0;
0-0;130;4.24068e-15;19;125;111;10083;1;27;260;6;8;26;59;116;18;57;27;112;0;
0-0;131;4.24068e-15;13;142;111;10084;1;27;260;6;5;12;59;106;7;47;27;113;0;
0-0;132;4.24131e-15;14;154;111;10084;1;21;259;6;3;15;61;138;12;77;21;114;0;
0-0;133;4.24131e-15;13;137;110;10085;1;27;259;7;8;8;58;121;0;63;27;115;0;
0-0;134;4.24194e-15;16;118;110;10086;1;31;258;7;11;13;54;120;2;66;31;116;0;
0-0;135;4.24258e-15;11;130;110;10086;1;33;258;7;8;12;53;121;4;68;33;118;0;
0-0;136;4.24258e-15;18;149;110;10088;1;15;257;7;2;25;62;115;23;53;15;119;0;
0-0;137;4.24385e-15;9;123;112;10090;1;17;257;6;6;12;80;115;6;35;17;120;0;
0-0;138;4.24511e-15;10;113;112;10090;1;22;257;6;6;7;61;132;1;71;22;121;0;
0-0;139;4.24511e-15;6;124;112;10091;1;17;256;6;4;15;52;115;11;63;17;122;0;
0-0;140;4.24575e-15;4;124;112;10091;1;19;256;6;3;8;66;118;5;52;19;123;0;
0-0;141;4.24575e-15;6;136;112;10091;1;23;255;6;2;4;57;122;2;65;23;124;0;
0-0;142;4.24575e-15;11;128;112;10091;1;20;255;6;4;14;73;132;10;59;20;125;0;
0-0;143;4.24575e-15;10;110;111;10091;1;23;255;7;2;6;58;116;4;58;23;126;0;
0-0;144;4.24575e-15;8;132;111;10092;1;17;255;7;5;17;53;118;12;65;17;128;0;
0-0;145;4.24638e-15;7;144;111;10092;1;17;254;7;2;8;59;131;6;72;17;129;0;
0-0;146;4.24638e-15;8;131;111;10093;1;21;254;7;4;7;68;118;3;50;21;130;0;
0-0;147;4.24702e-15;11;116;111;10094;1;21;254;7;5;11;77;112;6;35;21;131;0;
0-0;148;4.24765e-15;9;144;111;10096;1;25;254;7;5;7;63;138;2;75;25;132;0;
0-0;149;4.24892e-15;12;127;111;10097;1;20;253;7;1;13;60;128;12;68;20;133;0;
0-0;150;4.24956e-15;14;100;111;10097;1;22;253;7;6;10;54;127;4;73;22;134;0;
0-0;151;4.24956e-15;12;118;111;10098;1;22;253;7;4;10;38;104;6;66;22;135;0;
0-0;152;4.25019e-15;10;120;111;10098;1;23;253;7;6;12;52;128;6;76;23;136;0;
0-0;153;4.25019e-15;15;112;111;10099;1;23;253;7;5;11;51;125;6;74;23;137;0;
0-0;154;4.25082e-15;15;106;111;10100;1;18;253;7;6;17;55;101;11;46;18;138;0;
0-0;155;4.25146e-15;9;103;111;10100;1;14;252;7;1;12;35;100;11;65;14;139;0;
0-0;156;4.25146e-15;7;111;111;10100;1;12;252;7;3;11;59;122;8;63;12;140;0;
0-0;157;4.25146e-15;6;117;111;10101;1;17;252;7;6;8;48;127;2;79;17;141;0;
0-0;158;4.25209e-15;7;135;111;10101;1;15;252;7;4;13;43;102;9;59;15;142;0;
0-0;159;4.25209e-15;9;129;111;10103;1;13;252;7;2;10;54;123;8;69;13;143;0;
0-0;160;4.25336e-15;9;128;111;10103;1;18;252;7;3;5;62;101;2;39;18;144;0;
0-0;161;4.25336e-15;4;128;111;10103;1;22;252;7;8;11;65;112;3;47;22;145;0;
0-0;162;4.25336e-15;7;136;111;10105;1;21;252;7;2;9;48;106;7;58;21;146;0;
0-0;163;4.25463e-15;8;114;111;10106;1;22;252;7;3;8;70;110;5;40;22;147;0;
0-0;164;4.25527e-15;11;128;111;10106;1;21;252;7;2;10;55;141;8;86;21;148;0;
0-0;165;4.25527e-15;8;120;111;10106;1;24;252;7;6;9;68;124;3;56;24;149;0;
0-0;166;4.25527e-15;8;134;111;10107;1;29;252;7;7;9;66;112;2;46;29;150;0;
0-0;167;4.2559e-15;14;150;111;10107;1;27;252;7;2;10;51;111;8;60;27;151;0;
0-0;168;4.2559e-15;11;130;111;10107;1;25;252;7;6;14;58;121;8;63;25;152;0;
0-0;169;4.2559e-15;7;138;110;10107;1;27;252;8;7;11;61;101;4;40;27;153;0;
0-0;170;4.2559e-15;15;133;110;10108;1;20;252;8;1;15;67;112;14;45;20;154;0;
0-0;171;4.25654e-15;11;120;110;10108;1;24;252;8;5;8;48;125;3;77;24;155;0;
0-0;172;4.25654e-15;9;125;109;10109;1;27;252;9;6;10;52;126;4;74;27;156;0;
0-0;173;4.25717e-15;12;128;109;10109;1;20;252;9;5;18;52;113;13;61;20;157;0;
0-0;174;4.25717e-15;13;129;109;10109;1;30;252;9;6;3;55;116;-3;61;30;158;0;
0-0;175;4.25717e-15;15;126;109;10109;1;34;252;9;4;6;56;124;2;68;34;159;0;
0-0;176;4.25717e-15;10;97;109;10109;1;33;252;9;8;15;55;93;7;38;33;160;0;
0-0;177;4.25717e-15;12;114;109;10110;1;21;252;9;2;20;49;134;18;85;21;161;0;
0-0;178;4.25781e-15;12;114;109;10110;1;27;252;9;5;7;64;76;2;12;27;162;0;
0-0;179;4.25781e-15;13;106;109;10111;1;25;252;9;4;12;59;114;8;55;25;163;0;
0-0;180;4.25844e-15;12;130;109;10111;1;27;252;9;6;10;61;119;4;58;27;163;0;
0-0;181;4.25844e-15;10;120;109;10113;1;28;252;9;6;12;56;127;6;71;28;164;0;
0-0;182;4.25971e-15;12;125;109;10113;1;33;252;9;6;7;51;107;1;56;33;165;0;
0-0;183;4.25971e-15;16;126;109;10113;1;28;252;9;5;16;56;114;11;58;28;166;0;
0-0;184;4.25971e-15;9;120;109;10113;1;34;252;9;10;11;56;93;1;37;34;167;0;
0-0;185;4.25971e-15;16;114;109;10113;1;31;253;9;8;17;50;127;9;77;31;168;0;
0-0;186;4.25971e-15;20;109;109;10113;1;23;253;9;4;18;40;122;14;82;23;169;0;
0-0;187;4.25971e-15;16;111;111;10113;1;21;253;8;12;21;56;133;9;77;21;170;0;
0-0;188;4.25971e-15;15;111;111;10113;1;28;253;8;9;9;57;111;0;54;28;171;0;
0-0;189;4.25971e-15;19;119;111;10115;1;26;253;8;5;13;52;117;8;65;26;172;0;
0-0;190;4.26098e-15;14;136;110;10116;1;37;253;9;9;5;58;112;-4;54;37;172;0;
0-0;191;4.26162e-15;14;109;110;10116;1;33;253;9;9;19;65;130;10;65;33;173;0;
0-0;192;4.26162e-15;21;121;110;10116;1;25;254;9;3;17;45;120;14;75;25;174;0;
0-0;193;4.26162e-15;12;101;110;10117;1;24;254;9;7;15;61;117;8;56;24;175;0;
0-0;194;4.26225e-15;20;136;110;10118;1;24;254;9;4;10;56;106;6;50;24;176;0;
0-0;195;4.26289e-15;17;125;110;10119;1;24;254;9;7;14;62;106;7;44;24;177;0;
0-0;196;4.26352e-15;18;131;110;10119;1;28;254;9;6;9;49;110;3;61;28;178;0;
0-0;197;4.26352e-15;19;108;110;10119;1;35;254;9;10;9;62;115;-1;53;35;178;0;
0-0;198;4.26352e-15;27;126;110;10119;1;35;254;9;6;13;56;131;7;75;35;179;0;
0-0;199;4.26352e-15;25;139;109;10120;1;41;255;10;13;13;46;113;0;67;41;180;0;
0-0;200;4.26416e-15;28;141;109;10120;1;38;255;10;11;20;54;138;9;84;38;181;0;
0-0;201;4.26416e-15;27;144;111;10121;1;40;255;9;12;16;47;113;4;66;40;182;0;
0-0;202;4.26479e-15;23;131;111;10122;1;40;255;9;12;18;69;131;6;62;40;183;0;
0-0;203;4.26543e-15;29;124;111;10123;1;41;255;9;9;16;68;115;7;47;41;183;0;
0-0;204;4.26606e-15;22;138;112;10123;1;41;256;9;11;17;46;105;6;59;41;184;0;
0-0;205;4.26606e-15;23;114;111;10123;1;36;256;10;9;20;61;124;11;63;36;185;0;
0-0;206;4.26606e-15;15;123;111;10123;1;26;256;10;4;20;54;138;16;84;26;186;0;
0-0;207;4.26606e-15;12;129;111;10123;1;26;256;10;4;11;52;120;7;68;26;187;0;
0-0;208;4.26606e-15;15;142;111;10124;1;29;256;10;6;11;64;115;5;51;29;187;0;
0-0;209;4.2667e-15;15;136;110;10124;1;34;257;11;9;11;66;133;2;67;34;188;0;
0-0;210;4.2667e-15;15;142;110;10124;1;32;257;11;6;14;56;128;8;72;32;189;0;
0-0;211;4.2667e-15;16;133;110;10125;1;32;257;11;7;14;59;120;7;61;32;190;0;
0-0;212;4.26733e-15;12;119;110;10125;1;37;257;11;11;12;61;117;1;56;37;191;0;
0-0;213;4.26733e-15;19;125;112;10125;1;37;258;10;8;15;59;92;7;33;37;191;0;
0-0;214;4.26733e-15;15;138;112;10125;1;38;258;10;6;11;50;128;5;78;38;192;0;
0-0;215;4.26733e-15;19;139;112;10125;1;39;258;10;11;16;49;123;5;74;39;193;0;
0-0;216;4.26733e-15;16;127;111;10125;1;37;258;11;11;20;57;125;9;68;37;194;0;
0-0;217;4.26733e-15;23;135;110;10125;1;29;258;12;5;19;72;92;14;20;29;194;0;
0-0;218;4.26733e-15;17;136;110;10126;1;31;259;12;7;12;59;111;5;52;31;195;0;
0-0;219;4.26797e-15;22;134;112;10126;1;36;259;11;10;12;65;109;2;44;36;196;0;
0-0;220;4.26797e-15;19;124;112;10127;1;33;259;11;9;18;73;105;9;32;33;197;0;
0-0;221;4.26861e-15;17;129;111;10128;1;32;259;12;4;12;58;120;8;62;32;197;0;
0-0;222;4.26924e-15;16;134;111;10128;1;26;260;12;2;15;58;104;13;46;26;198;0;
0-0;223;4.26924e-15;6;151;111;10128;1;37;260;12;9;5;51;128;-4;77;37;199;0;
0-0;224;4.26924e-15;13;147;111;10128;1;36;260;12;7;14;53;127;7;74;36;200;0;
0-0;225;4.26924e-15;18;126;111;10129;1;31;260;12;7;19;73;134;12;61;31;200;0;
0-0;226;4.26988e-15;19;123;111;10129;1;29;261;12;6;15;50;106;9;56;29;201;0;
0-0;227;4.26988e-15;21;138;111;10129;1;30;261;12;7;12;65;108;5;43;30;202;0;
0-0;228;4.26988e-15;20;119;113;10129;1;32;261;11;11;16;77;108;5;31;32;203;0;
0-0;229;4.26988e-15;9;120;113;10130;1;37;261;11;12;14;57;139;2;82;37;203;0;
0-0;230;4.27051e-15;14;129;113;10132;1;32;262;11;6;18;48;107;12;59;32;204;0;
0-0;231;4.27178e-15;11;137;113;10132;1;30;262;11;8;16;64;111;8;47;30;205;0;
0-0;232;4.27178e-15;15;148;113;10132;1;24;262;11;4;17;60;123;13;63;24;205;0;
0-0;233;4.27178e-15;15;142;113;10133;1;27;263;11;6;11;64;122;5;58;27;206;0;
0-0;234;4.27242e-15;13;142;113;10134;1;22;263;11;7;19;54;112;12;58;22;207;0;
0-0;235;4.27305e-15;9;119;113;10134;1;33;263;11;9;5;56;118;-4;62;33;208;0;
0-0;236;4.27305e-15;14;119;113;10134;1;34;263;11;6;12;61;111;6;50;34;208;0;
0-0;237;4.27305e-15;11;139;113;10135;1;32;264;11;4;12;43;111;8;68;32;209;0;
0-0;238;4.27369e-15;26;131;113;10136;1;29;264;11;5;15;58;128;10;70;29;210;0;
0-0;239;4.27433e-15;18;119;113;10136;1;36;264;11;10;10;69;132;0;63;36;210;0;
0-0;240;4.27433e-15;12;132;113;10136;1;37;264;11;9;15;44;128;6;84;37;211;0;
0-0;241;4.27433e-15;9;141;113;10136;1;29;265;11;6;21;59;106;15;47;29;212;0;
0-0;242;4.27433e-15;15;113;113;10136;1;30;265;11;6;12;72;111;6;39;30;212;0;
0-0;243;4.27433e-15;10;120;113;10137;1;32;265;11;8;13;57;130;5;73;32;213;0;
0-0;244;4.27496e-15;15;121;113;10137;1;33;266;11;5;11;52;119;6;67;33;214;0;
0-0;245;4.27496e-15;18;133;113;10137;1;29;266;11;7;18;59;113;11;54;29;214;0;
0-0;246;4.27496e-15;11;142;113;10137;1;33;266;11;10;13;62;133;3;71;33;215;1;
0-0;247;4.27496e-15;13;135;113;10138;1;31;266;11;7;16;71;128;9;57;31;216;1;
0-0;248;4.2756e-15;16;139;113;10138;1;34;267;11;8;12;54;138;4;84;34;216;1;
0-0;249;4.2756e-15;19;120;115;10140;1;33;267;10;8;16;64;121;8;57;33;217;1;
0-0;250;4.27687e-15;19;124;115;10141;1;36;267;10;7;11;56;129;4;73;36;218;1;
0-0;251;4.27751e-15;17;146;115;10142;1;30;268;10;4;17;49;129;13;80;30;218;1;
0-0;252;4.27814e-15;15;127;115;10142;1;36;268;10;10;11;67;121;1;54;36;219;1;
0-0;253;4.27814e-15;15;127;114;10144;1;36;268;11;11;18;69;143;7;74;36;220;1;
0-0;254;4.27941e-15;19;147;114;10144;1;34;268;11;3;12;62;133;9;71;34;220;1;
0-0;255;4.27941e-15;14;133;114;10144;1;29;269;11;7;19;68;124;12;56;29;221;1;
0-0;256;4.27941e-15;21;138;113;10145;1;25;269;12;2;13;49;115;11;66;25;222;1;
0-0;257;4.28005e-15;10;156;115;10145;1;31;269;11;14;15;86;125;1;39;31;222;1;
0-0;258;4.28005e-15;14;137;115;10146;1;31;270;11;4;11;73;138;7;65;31;223;1;
0-0;259;4.28069e-15;21;126;115;10147;1;20;270;11;5;23;55;116;18;61;20;223;1;
0-0;260;4.28132e-15;9;133;115;10148;1;29;270;11;8;6;51;114;-2;63;29;224;1;
0-0;261;4.28196e-15;8;134;117;10149;1;26;271;10;7;17;60;135;10;75;26;225;1;
0-0;262;4.28259e-15;10;131;117;10152;1;23;271;10;5;16;65;116;11;51;23;225;1;
0-0;263;4.2845e-15;8;135;116;10152;1;19;271;11;3;14;65;142;11;77;19;226;1;
0-0;264;4.2845e-15;5;124;118;10154;1;24;271;10;3;6;61;155;3;94;24;226;1;
0-0;265;4.28577e-15;11;133;118;10154;1;23;272;10;2;10;61;145;8;84;23;227;1;
0-0;266;4.28577e-15;13;138;120;10154;1;21;272;9;3;13;52;117;10;65;21;228;1;
0-0;267;4.28577e-15;15;119;120;10154;1;22;272;9;2;8;70;118;6;48;22;228;1;
0-0;268;4.28577e-15;17;115;120;10155;1;25;273;9;6;12;55;128;6;73;25;229;1;
0-0;269;4.28641e-15;16;122;120;10155;1;30;273;9;9;12;59;149;3;90;30;230;1;
0-0;270;4.28641e-15;9;128;120;10155;1;30;273;9;12;20;59;112;8;53;30;230;1;
0-0;271;4.28641e-15;16;138;120;10156;1;34;274;9;8;11;66;126;3;60;34;231;1;
0-0;272;4.28705e-15;17;137;120;10156;1;24;274;9;8;25;69;133;17;64;24;231;1;
0-0;273;4.28705e-15;12;147;119;10156;1;28;274;10;7;11;56;110;4;54;28;232;1;
0-0;274;4.28705e-15;11;122;119;10156;1;29;274;10;4;10;68;132;6;64;29;232;1;
0-0;275;4.28705e-15;17;127;119;10156;1;27;275;10;3;13;60;134;10;74;27;233;1;
0-0;276;4.28705e-15;19;123;121;10157;1;31;275;9;6;10;58;131;4;73;31;234;1;
0-0;277;4.28768e-15;18;151;121;10157;1;32;275;9;6;12;60;113;6;53;32;234;1;
